Temperature,Soil_color,Crop,Nitrogen,Phosphorus,Potassium,Fertilizer
30,Red ,Cotton,110,80,45,DAP
30,Red ,Cotton,115,80,45,DAP
30,Red ,Cotton,120,80,45,DAP
35,Red ,Cotton,100,60,50,DAP
35,Red ,Cotton,105,60,50,DAP
35,Red ,Cotton,110,60,50,DAP
35,Red ,Cotton,115,60,50,DAP
35,Red ,Cotton,120,60,50,DAP
25,Red ,Cotton,100,65,55,DAP
25,Red ,Cotton,105,65,55,DAP
25,Red ,Cotton,110,65,55,DAP
25,Red ,Cotton,115,65,55,DAP
25,Red ,Cotton,120,65,55,DAP
30,Red ,Cotton,100,70,60,DAP
30,Red ,Cotton,105,70,60,DAP
30,Red ,Cotton,110,70,60,DAP
30,Red ,Cotton,115,70,60,DAP
30,Red ,Cotton,120,70,60,DAP
35,Red ,Cotton,100,75,65,DAP
35,Red ,Cotton,105,75,65,DAP
35,Red ,Cotton,110,75,65,DAP
35,Red ,Cotton,115,75,65,DAP
35,Red ,Cotton,120,75,65,DAP
25,Red ,Cotton,100,80,40,DAP
25,Red ,Cotton,105,80,40,DAP
25,Red ,Cotton,110,80,40,DAP
25,Red ,Cotton,115,80,40,DAP
25,Red ,Cotton,120,80,40,DAP
30,Red ,Cotton,100,60,45,DAP
30,Red ,Cotton,105,60,45,DAP
30,Red ,Cotton,110,60,45,DAP
30,Red ,Cotton,115,60,45,DAP
30,Red ,Cotton,120,60,45,DAP
35,Red ,Cotton,100,65,50,DAP
35,Red ,Cotton,105,65,50,DAP
35,Red ,Cotton,110,65,50,Magnesium Sulphate
35,Red ,Cotton,115,65,50,Magnesium Sulphate
35,Red ,Cotton,120,65,50,Magnesium Sulphate
25,Red ,Cotton,100,70,55,Magnesium Sulphate
25,Red ,Cotton,105,70,55,Magnesium Sulphate
25,Red ,Cotton,110,70,55,Magnesium Sulphate
25,Red ,Cotton,115,70,55,Magnesium Sulphate
25,Red ,Cotton,120,70,55,Magnesium Sulphate
30,Red ,Cotton,100,75,60,Magnesium Sulphate
30,Red ,Cotton,105,75,60,Magnesium Sulphate
30,Red ,Cotton,110,75,60,Magnesium Sulphate
30,Red ,Cotton,115,75,60,Magnesium Sulphate
30,Red ,Cotton,120,75,60,Magnesium Sulphate
35,Red ,Cotton,100,80,65,Magnesium Sulphate
35,Red ,Cotton,105,80,65,Magnesium Sulphate
35,Red ,Cotton,110,80,65,Magnesium Sulphate
35,Red ,Cotton,115,80,65,Magnesium Sulphate
35,Red ,Cotton,120,80,65,Magnesium Sulphate
25,Medium Brown,Rice,20,15,20,Urea
25,Medium Brown,Rice,25,15,20,Urea
25,Medium Brown,Rice,30,15,20,Urea
30,Medium Brown,Rice,20,20,25,Urea
30,Medium Brown,Rice,25,20,25,Urea
30,Medium Brown,Rice,30,20,25,Urea
25,Medium Brown,Rice,20,15,25,Urea
25,Medium Brown,Rice,25,15,25,Urea
25,Medium Brown,Rice,30,15,25,Urea
30,Medium Brown,Rice,20,20,20,Urea
30,Medium Brown,Rice,25,20,20,Urea
30,Medium Brown,Rice,30,20,20,Urea
25,Medium Brown,Rice,25,20,30,Urea
25,Medium Brown,Rice,30,20,30,Urea
25,Medium Brown,Rice,35,20,30,Urea
30,Medium Brown,Rice,25,25,35,Urea
30,Medium Brown,Rice,30,25,35,Urea
30,Medium Brown,Rice,35,25,35,Urea
25,Medium Brown,Rice,25,30,40,Urea
25,Medium Brown,Rice,30,30,40,Urea
25,Medium Brown,Rice,35,30,40,50:26:26 NPK
30,Medium Brown,Rice,25,20,35,50:26:26 NPK
30,Medium Brown,Rice,30,20,35,50:26:26 NPK
30,Medium Brown,Rice,35,20,35,50:26:26 NPK
25,Medium Brown,Rice,25,25,40,50:26:26 NPK
25,Medium Brown,Rice,30,25,40,50:26:26 NPK
25,Medium Brown,Rice,35,25,40,50:26:26 NPK
30,Medium Brown,Rice,25,30,30,50:26:26 NPK
30,Medium Brown,Rice,30,30,30,50:26:26 NPK
30,Medium Brown,Rice,35,30,30,50:26:26 NPK
25,Medium Brown,Rice,25,20,40,50:26:26 NPK
25,Medium Brown,Rice,30,20,40,50:26:26 NPK
25,Medium Brown,Rice,35,20,40,50:26:26 NPK
30,Medium Brown,Rice,25,25,30,50:26:26 NPK
30,Medium Brown,Rice,30,25,30,50:26:26 NPK
30,Medium Brown,Rice,35,25,30,50:26:26 NPK
25,Medium Brown,Rice,25,30,35,50:26:26 NPK
25,Medium Brown,Rice,30,30,35,50:26:26 NPK
25,Medium Brown,Rice,35,30,35,50:26:26 NPK
15,Dark Brown,Wheat,100,60,40,19:19:19 NPK
15,Dark Brown,Wheat,105,60,40,19:19:19 NPK
15,Dark Brown,Wheat,110,60,40,19:19:19 NPK
15,Dark Brown,Wheat,115,60,40,19:19:19 NPK
15,Dark Brown,Wheat,120,60,40,19:19:19 NPK
20,Dark Brown,Wheat,100,65,45,19:19:19 NPK
20,Dark Brown,Wheat,105,65,45,19:19:19 NPK
20,Dark Brown,Wheat,110,65,45,19:19:19 NPK
20,Dark Brown,Wheat,115,65,45,19:19:19 NPK
20,Dark Brown,Wheat,120,65,45,19:19:19 NPK
25,Dark Brown,Wheat,100,70,50,19:19:19 NPK
25,Dark Brown,Wheat,105,70,50,19:19:19 NPK
25,Dark Brown,Wheat,110,70,50,19:19:19 NPK
25,Dark Brown,Wheat,115,70,50,19:19:19 NPK
25,Dark Brown,Wheat,120,70,50,19:19:19 NPK
15,Dark Brown,Wheat,100,75,55,19:19:19 NPK
15,Dark Brown,Wheat,105,75,55,19:19:19 NPK
15,Dark Brown,Wheat,110,75,55,19:19:19 NPK
15,Dark Brown,Wheat,115,75,55,19:19:19 NPK
15,Dark Brown,Wheat,120,75,55,19:19:19 NPK
20,Dark Brown,Wheat,100,80,60,19:19:19 NPK
20,Dark Brown,Wheat,105,80,60,19:19:19 NPK
20,Dark Brown,Wheat,110,80,60,19:19:19 NPK
20,Dark Brown,Wheat,115,80,60,19:19:19 NPK
20,Dark Brown,Wheat,120,80,60,19:19:19 NPK
25,Dark Brown,Wheat,100,60,45,Urea
25,Dark Brown,Wheat,105,60,45,Urea
25,Dark Brown,Wheat,110,60,45,Urea
25,Dark Brown,Wheat,115,60,45,Urea
25,Dark Brown,Wheat,120,60,45,Urea
15,Dark Brown,Wheat,100,65,50,Urea
15,Dark Brown,Wheat,105,65,50,Urea
15,Dark Brown,Wheat,110,65,50,Urea
15,Dark Brown,Wheat,115,65,50,Urea
15,Dark Brown,Wheat,120,65,50,Urea
20,Dark Brown,Wheat,100,70,55,Urea
20,Dark Brown,Wheat,105,70,55,Urea
20,Dark Brown,Wheat,110,70,55,Urea
20,Dark Brown,Wheat,115,70,55,Urea
20,Dark Brown,Wheat,120,70,55,Urea
25,Dark Brown,Wheat,100,75,60,Urea
25,Dark Brown,Wheat,105,75,60,Urea
25,Dark Brown,Wheat,110,75,60,Urea
25,Dark Brown,Wheat,115,75,60,Urea
25,Dark Brown,Wheat,120,75,60,Urea
15,Dark Brown,Wheat,100,80,40,Urea
15,Dark Brown,Wheat,105,80,40,Urea
15,Dark Brown,Wheat,110,80,40,Urea
15,Dark Brown,Wheat,115,80,40,Urea
15,Dark Brown,Wheat,120,80,40,Urea
20,Dark Brown,Wheat,100,60,50,19:19:19 NPK
20,Dark Brown,Wheat,105,60,50,19:19:19 NPK
20,Dark Brown,Wheat,110,60,50,19:19:19 NPK
20,Dark Brown,Wheat,115,60,50,19:19:19 NPK
20,Dark Brown,Wheat,120,60,50,19:19:19 NPK
25,Dark Brown,Wheat,100,65,55,19:19:19 NPK
25,Dark Brown,Wheat,105,65,55,19:19:19 NPK
25,Dark Brown,Wheat,110,65,55,19:19:19 NPK
25,Dark Brown,Wheat,115,65,55,19:19:19 NPK
25,Dark Brown,Wheat,120,65,55,19:19:19 NPK
15,Dark Brown,Wheat,100,70,60,19:19:19 NPK
15,Dark Brown,Wheat,105,70,60,19:19:19 NPK
15,Dark Brown,Wheat,110,70,60,19:19:19 NPK
15,Dark Brown,Wheat,115,70,60,19:19:19 NPK
15,Dark Brown,Wheat,120,70,60,19:19:19 NPK
20,Dark Brown,Wheat,100,75,40,19:19:19 NPK
20,Dark Brown,Wheat,105,75,40,19:19:19 NPK
20,Dark Brown,Wheat,110,75,40,19:19:19 NPK
20,Dark Brown,Wheat,115,75,40,19:19:19 NPK
20,Dark Brown,Wheat,120,75,40,19:19:19 NPK
25,Dark Brown,Wheat,100,80,45,19:19:19 NPK
25,Dark Brown,Wheat,105,80,45,19:19:19 NPK
25,Dark Brown,Wheat,110,80,45,19:19:19 NPK
25,Dark Brown,Wheat,115,80,45,19:19:19 NPK
25,Dark Brown,Wheat,120,80,45,19:19:19 NPK
15,Dark Brown,Wheat,100,60,55,Urea
15,Dark Brown,Wheat,105,60,55,Urea
15,Dark Brown,Wheat,110,60,55,Urea
15,Dark Brown,Wheat,115,60,55,Urea
15,Dark Brown,Wheat,120,60,55,Urea
20,Dark Brown,Wheat,100,65,60,Urea
20,Dark Brown,Wheat,105,65,60,Urea
20,Dark Brown,Wheat,110,65,60,Urea
20,Dark Brown,Wheat,115,65,60,Urea
20,Dark Brown,Wheat,120,65,60,Urea
25,Dark Brown,Wheat,100,70,40,Urea
25,Dark Brown,Wheat,105,70,40,Urea
25,Dark Brown,Wheat,110,70,40,Urea
25,Dark Brown,Wheat,115,70,40,Urea
25,Dark Brown,Wheat,120,70,40,Urea
15,Dark Brown,Wheat,100,75,45,Urea
15,Dark Brown,Wheat,105,75,45,Urea
15,Dark Brown,Wheat,110,75,45,Urea
15,Dark Brown,Wheat,115,75,45,Urea
15,Dark Brown,Wheat,120,75,45,Urea
20,Dark Brown,Wheat,100,80,50,Urea
20,Dark Brown,Wheat,105,80,50,Urea
20,Dark Brown,Wheat,110,80,50,Urea
20,Dark Brown,Wheat,115,80,50,Urea
20,Dark Brown,Wheat,120,80,50,Urea
25,Dark Brown,Wheat,100,60,60,19:19:19 NPK
25,Dark Brown,Wheat,105,60,60,19:19:19 NPK
25,Dark Brown,Wheat,110,60,60,19:19:19 NPK
25,Dark Brown,Wheat,115,60,60,19:19:19 NPK
25,Dark Brown,Wheat,120,60,60,19:19:19 NPK
15,Dark Brown,Wheat,100,65,40,19:19:19 NPK
15,Dark Brown,Wheat,105,65,40,19:19:19 NPK
15,Dark Brown,Wheat,110,65,40,19:19:19 NPK
15,Dark Brown,Wheat,115,65,40,19:19:19 NPK
15,Dark Brown,Wheat,120,65,40,19:19:19 NPK
20,Dark Brown,Wheat,100,70,45,19:19:19 NPK
20,Dark Brown,Wheat,105,70,45,19:19:19 NPK
20,Dark Brown,Wheat,110,70,45,19:19:19 NPK
20,Dark Brown,Wheat,115,70,45,19:19:19 NPK
20,Dark Brown,Wheat,120,70,45,19:19:19 NPK
25,Dark Brown,Wheat,100,75,50,19:19:19 NPK
25,Dark Brown,Wheat,105,75,50,19:19:19 NPK
25,Dark Brown,Wheat,110,75,50,19:19:19 NPK
25,Dark Brown,Wheat,115,75,50,19:19:19 NPK
25,Dark Brown,Wheat,120,75,50,19:19:19 NPK
15,Dark Brown,Wheat,100,80,55,19:19:19 NPK
15,Dark Brown,Wheat,105,80,55,19:19:19 NPK
15,Dark Brown,Wheat,110,80,55,19:19:19 NPK
15,Dark Brown,Wheat,115,80,55,19:19:19 NPK
15,Dark Brown,Wheat,120,80,55,19:19:19 NPK
15,Dark Brown,Wheat,100,40,40,Urea
15,Dark Brown,Wheat,105,40,40,Urea
15,Dark Brown,Wheat,110,40,40,Urea
15,Dark Brown,Wheat,115,40,40,Urea
15,Dark Brown,Wheat,120,40,40,Urea
20,Dark Brown,Wheat,100,45,45,Urea
20,Dark Brown,Wheat,105,45,45,Urea
20,Dark Brown,Wheat,110,45,45,Urea
20,Dark Brown,Wheat,115,45,45,Urea
20,Dark Brown,Wheat,120,45,45,Urea
25,Dark Brown,Wheat,100,50,50,Urea
25,Dark Brown,Wheat,105,50,50,Urea
25,Dark Brown,Wheat,110,50,50,Urea
25,Dark Brown,Wheat,115,50,50,Urea
25,Dark Brown,Wheat,120,50,50,Urea
15,Dark Brown,Wheat,100,55,55,Urea
15,Dark Brown,Wheat,105,55,55,Urea
15,Dark Brown,Wheat,110,55,55,Urea
15,Dark Brown,Wheat,115,55,55,Urea
15,Dark Brown,Wheat,120,55,55,Urea
20,Dark Brown,Wheat,100,60,60,Urea
20,Dark Brown,Wheat,105,60,60,Urea
20,Dark Brown,Wheat,110,60,60,Urea
20,Dark Brown,Wheat,115,60,60,Urea
20,Dark Brown,Wheat,120,60,60,Urea
25,Dark Brown,Wheat,100,40,45,19:19:19 NPK
25,Dark Brown,Wheat,105,40,45,19:19:19 NPK
25,Dark Brown,Wheat,110,40,45,19:19:19 NPK
25,Dark Brown,Wheat,115,40,45,19:19:19 NPK
25,Dark Brown,Wheat,120,40,45,19:19:19 NPK
15,Dark Brown,Wheat,100,45,50,19:19:19 NPK
15,Dark Brown,Wheat,105,45,50,19:19:19 NPK
15,Dark Brown,Wheat,110,45,50,19:19:19 NPK
15,Dark Brown,Wheat,115,45,50,19:19:19 NPK
15,Dark Brown,Wheat,120,45,50,19:19:19 NPK
20,Dark Brown,Wheat,100,50,55,19:19:19 NPK
20,Dark Brown,Wheat,105,50,55,19:19:19 NPK
20,Dark Brown,Wheat,110,50,55,19:19:19 NPK
20,Dark Brown,Wheat,115,50,55,19:19:19 NPK
20,Dark Brown,Wheat,120,50,55,19:19:19 NPK
25,Dark Brown,Wheat,100,55,60,19:19:19 NPK
25,Dark Brown,Wheat,105,55,60,19:19:19 NPK
25,Dark Brown,Wheat,110,55,60,19:19:19 NPK
25,Dark Brown,Wheat,115,55,60,19:19:19 NPK
25,Dark Brown,Wheat,120,55,60,19:19:19 NPK
15,Dark Brown,Wheat,100,60,40,19:19:19 NPK
15,Dark Brown,Wheat,105,60,40,19:19:19 NPK
15,Dark Brown,Wheat,110,60,40,19:19:19 NPK
15,Dark Brown,Wheat,115,60,40,19:19:19 NPK
15,Dark Brown,Wheat,120,60,40,19:19:19 NPK
20,Dark Brown,Wheat,100,40,50,Urea
20,Dark Brown,Wheat,105,40,50,Urea
20,Dark Brown,Wheat,110,40,50,Urea
20,Dark Brown,Wheat,115,40,50,Urea
20,Dark Brown,Wheat,120,40,50,Urea
25,Dark Brown,Wheat,100,45,55,Urea
25,Dark Brown,Wheat,105,45,55,Urea
25,Dark Brown,Wheat,110,45,55,Urea
25,Dark Brown,Wheat,115,45,55,Urea
25,Dark Brown,Wheat,120,45,55,Urea
15,Dark Brown,Wheat,100,50,60,Urea
15,Dark Brown,Wheat,105,50,60,Urea
15,Dark Brown,Wheat,110,50,60,Urea
15,Dark Brown,Wheat,115,50,60,Urea
15,Dark Brown,Wheat,120,50,60,Urea
20,Dark Brown,Wheat,100,55,40,Urea
20,Dark Brown,Wheat,105,55,40,Urea
20,Dark Brown,Wheat,110,55,40,Urea
20,Dark Brown,Wheat,115,55,40,Urea
20,Dark Brown,Wheat,120,55,40,Urea
25,Dark Brown,Wheat,100,60,45,Urea
25,Dark Brown,Wheat,105,60,45,Urea
25,Dark Brown,Wheat,110,60,45,Urea
25,Dark Brown,Wheat,115,60,45,Urea
25,Dark Brown,Wheat,120,60,45,Urea
15,Dark Brown,Wheat,100,40,55,19:19:19 NPK
15,Dark Brown,Wheat,105,40,55,19:19:19 NPK
15,Dark Brown,Wheat,110,40,55,19:19:19 NPK
15,Dark Brown,Wheat,115,40,55,19:19:19 NPK
15,Dark Brown,Wheat,120,40,55,19:19:19 NPK
20,Dark Brown,Wheat,100,45,60,19:19:19 NPK
20,Dark Brown,Wheat,105,45,60,19:19:19 NPK
20,Dark Brown,Wheat,110,45,60,19:19:19 NPK
20,Dark Brown,Wheat,115,45,60,19:19:19 NPK
20,Dark Brown,Wheat,120,45,60,19:19:19 NPK
25,Dark Brown,Wheat,100,50,40,19:19:19 NPK
25,Dark Brown,Wheat,105,50,40,19:19:19 NPK
25,Dark Brown,Wheat,110,50,40,19:19:19 NPK
25,Dark Brown,Wheat,115,50,40,19:19:19 NPK
25,Dark Brown,Wheat,120,50,40,19:19:19 NPK
15,Dark Brown,Wheat,100,55,45,19:19:19 NPK
15,Dark Brown,Wheat,105,55,45,19:19:19 NPK
15,Dark Brown,Wheat,110,55,45,19:19:19 NPK
15,Dark Brown,Wheat,115,55,45,19:19:19 NPK
15,Dark Brown,Wheat,120,55,45,19:19:19 NPK
20,Dark Brown,Wheat,100,60,50,19:19:19 NPK
20,Dark Brown,Wheat,105,60,50,19:19:19 NPK
20,Dark Brown,Wheat,110,60,50,19:19:19 NPK
20,Dark Brown,Wheat,115,60,50,19:19:19 NPK
20,Dark Brown,Wheat,120,60,50,19:19:19 NPK
25,Dark Brown,Wheat,100,40,60,Urea
25,Dark Brown,Wheat,105,40,60,Urea
25,Dark Brown,Wheat,110,40,60,Urea
25,Dark Brown,Wheat,115,40,60,Urea
25,Dark Brown,Wheat,120,40,60,Urea
15,Dark Brown,Wheat,100,45,40,Urea
15,Dark Brown,Wheat,105,45,40,Urea
15,Dark Brown,Wheat,110,45,40,Urea
15,Dark Brown,Wheat,115,45,40,Urea
15,Dark Brown,Wheat,120,45,40,Urea
20,Dark Brown,Wheat,100,50,45,Urea
20,Dark Brown,Wheat,105,50,45,Urea
20,Dark Brown,Wheat,110,50,45,Urea
20,Dark Brown,Wheat,115,50,45,Urea
20,Dark Brown,Wheat,120,50,45,Urea
25,Dark Brown,Wheat,100,55,50,Urea
25,Dark Brown,Wheat,105,55,50,Urea
25,Dark Brown,Wheat,110,55,50,Urea
25,Dark Brown,Wheat,115,55,50,Urea
25,Dark Brown,Wheat,120,55,50,Urea
15,Dark Brown,Wheat,100,60,55,Urea
15,Dark Brown,Wheat,105,60,55,Urea
15,Dark Brown,Wheat,110,60,55,Urea
15,Dark Brown,Wheat,115,60,55,Urea
15,Dark Brown,Wheat,120,60,55,Urea
15,Dark Brown,Wheat,60,40,40,19:19:19 NPK
15,Dark Brown,Wheat,65,40,40,19:19:19 NPK
15,Dark Brown,Wheat,70,40,40,19:19:19 NPK
15,Dark Brown,Wheat,75,40,40,19:19:19 NPK
15,Dark Brown,Wheat,80,40,40,19:19:19 NPK
15,Dark Brown,Wheat,85,40,40,19:19:19 NPK
15,Dark Brown,Wheat,90,40,40,19:19:19 NPK
15,Dark Brown,Wheat,95,40,40,19:19:19 NPK
15,Dark Brown,Wheat,100,40,40,19:19:19 NPK
20,Dark Brown,Wheat,60,45,45,19:19:19 NPK
20,Dark Brown,Wheat,65,45,45,19:19:19 NPK
20,Dark Brown,Wheat,70,45,45,19:19:19 NPK
20,Dark Brown,Wheat,75,45,45,19:19:19 NPK
20,Dark Brown,Wheat,80,45,45,19:19:19 NPK
20,Dark Brown,Wheat,85,45,45,19:19:19 NPK
20,Dark Brown,Wheat,90,45,45,19:19:19 NPK
20,Dark Brown,Wheat,95,45,45,19:19:19 NPK
20,Dark Brown,Wheat,100,45,45,19:19:19 NPK
25,Dark Brown,Wheat,60,55,55,19:19:19 NPK
25,Dark Brown,Wheat,65,55,55,19:19:19 NPK
25,Dark Brown,Wheat,70,55,55,19:19:19 NPK
25,Dark Brown,Wheat,75,55,55,19:19:19 NPK
25,Dark Brown,Wheat,80,55,55,19:19:19 NPK
25,Dark Brown,Wheat,85,55,55,19:19:19 NPK
25,Dark Brown,Wheat,90,55,55,19:19:19 NPK
25,Dark Brown,Wheat,95,55,55,Urea
25,Dark Brown,Wheat,100,55,55,Urea
15,Dark Brown,Wheat,60,60,60,Urea
15,Dark Brown,Wheat,65,60,60,Urea
15,Dark Brown,Wheat,70,60,60,Urea
15,Dark Brown,Wheat,75,60,60,Urea
15,Dark Brown,Wheat,80,60,60,Urea
15,Dark Brown,Wheat,85,60,60,Urea
15,Dark Brown,Wheat,90,60,60,Urea
15,Dark Brown,Wheat,95,60,60,Urea
15,Dark Brown,Wheat,100,60,60,Urea
20,Dark Brown,Wheat,60,40,45,Urea
20,Dark Brown,Wheat,65,40,45,Urea
20,Dark Brown,Wheat,70,40,45,Urea
20,Dark Brown,Wheat,75,40,45,Urea
20,Dark Brown,Wheat,80,40,45,Urea
20,Dark Brown,Wheat,85,40,45,Urea
20,Dark Brown,Wheat,90,40,45,Urea
20,Dark Brown,Wheat,95,40,45,Urea
20,Dark Brown,Wheat,100,40,45,Urea
25,Dark Brown,Wheat,60,45,50,Urea
25,Dark Brown,Wheat,65,45,50,Urea
25,Dark Brown,Wheat,70,45,50,Urea
25,Dark Brown,Wheat,75,45,50,Urea
25,Dark Brown,Wheat,80,45,50,Urea
25,Dark Brown,Wheat,85,45,50,19:19:19 NPK
25,Dark Brown,Wheat,90,45,50,19:19:19 NPK
25,Dark Brown,Wheat,95,45,50,19:19:19 NPK
25,Dark Brown,Wheat,100,45,50,19:19:19 NPK
15,Dark Brown,Wheat,60,55,60,19:19:19 NPK
15,Dark Brown,Wheat,65,55,60,19:19:19 NPK
15,Dark Brown,Wheat,70,55,60,19:19:19 NPK
15,Dark Brown,Wheat,75,55,60,19:19:19 NPK
15,Dark Brown,Wheat,80,55,60,19:19:19 NPK
15,Dark Brown,Wheat,85,55,60,19:19:19 NPK
15,Dark Brown,Wheat,90,55,60,19:19:19 NPK
15,Dark Brown,Wheat,95,55,60,19:19:19 NPK
15,Dark Brown,Wheat,100,55,60,19:19:19 NPK
20,Dark Brown,Wheat,60,40,50,19:19:19 NPK
20,Dark Brown,Wheat,65,40,50,19:19:19 NPK
20,Dark Brown,Wheat,70,40,50,19:19:19 NPK
20,Dark Brown,Wheat,75,40,50,19:19:19 NPK
20,Dark Brown,Wheat,80,40,50,19:19:19 NPK
20,Dark Brown,Wheat,85,40,50,19:19:19 NPK
20,Dark Brown,Wheat,90,40,50,19:19:19 NPK
20,Dark Brown,Wheat,95,40,50,19:19:19 NPK
20,Dark Brown,Wheat,100,40,50,19:19:19 NPK
25,Dark Brown,Wheat,60,50,60,19:19:19 NPK
25,Dark Brown,Wheat,65,50,60,19:19:19 NPK
25,Dark Brown,Wheat,70,50,60,19:19:19 NPK
25,Dark Brown,Wheat,75,50,60,Urea
25,Dark Brown,Wheat,80,50,60,Urea
25,Dark Brown,Wheat,85,50,60,Urea
25,Dark Brown,Wheat,90,50,60,Urea
25,Dark Brown,Wheat,95,50,60,Urea
25,Dark Brown,Wheat,100,50,60,Urea
15,Dark Brown,Wheat,60,55,40,Urea
15,Dark Brown,Wheat,65,55,40,Urea
15,Dark Brown,Wheat,70,55,40,Urea
15,Dark Brown,Wheat,75,55,40,Urea
15,Dark Brown,Wheat,80,55,40,Urea
15,Dark Brown,Wheat,85,55,40,Urea
15,Dark Brown,Wheat,90,55,40,Urea
15,Dark Brown,Wheat,95,55,40,Urea
15,Dark Brown,Wheat,100,55,40,Urea
20,Dark Brown,Wheat,60,60,45,Urea
20,Dark Brown,Wheat,65,60,45,Urea
20,Dark Brown,Wheat,70,60,45,Urea
20,Dark Brown,Wheat,75,60,45,Urea
20,Dark Brown,Wheat,80,60,45,Urea
20,Dark Brown,Wheat,85,60,45,Urea
20,Dark Brown,Wheat,90,60,45,Urea
20,Dark Brown,Wheat,95,60,45,Urea
20,Dark Brown,Wheat,100,60,45,Urea
25,Dark Brown,Wheat,60,40,55,Urea
25,Dark Brown,Wheat,65,40,55,19:19:19 NPK
25,Dark Brown,Wheat,70,40,55,19:19:19 NPK
25,Dark Brown,Wheat,75,40,55,19:19:19 NPK
25,Dark Brown,Wheat,80,40,55,19:19:19 NPK
25,Dark Brown,Wheat,85,40,55,19:19:19 NPK
25,Dark Brown,Wheat,90,40,55,19:19:19 NPK
25,Dark Brown,Wheat,95,40,55,19:19:19 NPK
25,Dark Brown,Wheat,100,40,55,19:19:19 NPK
15,Dark Brown,Wheat,60,45,60,19:19:19 NPK
15,Dark Brown,Wheat,65,45,60,19:19:19 NPK
15,Dark Brown,Wheat,70,45,60,19:19:19 NPK
15,Dark Brown,Wheat,75,45,60,19:19:19 NPK
15,Dark Brown,Wheat,80,45,60,19:19:19 NPK
15,Dark Brown,Wheat,85,45,60,19:19:19 NPK
15,Dark Brown,Wheat,90,45,60,19:19:19 NPK
15,Dark Brown,Wheat,95,45,60,19:19:19 NPK
15,Dark Brown,Wheat,100,45,60,19:19:19 NPK
20,Dark Brown,Wheat,60,50,40,19:19:19 NPK
20,Dark Brown,Wheat,65,50,40,19:19:19 NPK
20,Dark Brown,Wheat,70,50,40,19:19:19 NPK
20,Dark Brown,Wheat,75,50,40,19:19:19 NPK
20,Dark Brown,Wheat,80,50,40,19:19:19 NPK
20,Dark Brown,Wheat,85,50,40,19:19:19 NPK
20,Dark Brown,Wheat,90,50,40,19:19:19 NPK
20,Dark Brown,Wheat,95,50,40,19:19:19 NPK
20,Dark Brown,Wheat,100,50,40,Urea
25,Dark Brown,Wheat,60,55,45,Urea
25,Dark Brown,Wheat,65,55,45,Urea
25,Dark Brown,Wheat,70,55,45,Urea
25,Dark Brown,Wheat,75,55,45,Urea
25,Dark Brown,Wheat,80,55,45,Urea
25,Dark Brown,Wheat,85,55,45,Urea
25,Dark Brown,Wheat,90,55,45,Urea
25,Dark Brown,Wheat,95,55,45,Urea
25,Dark Brown,Wheat,100,55,45,Urea
15,Dark Brown,Wheat,60,60,50,Urea
15,Dark Brown,Wheat,65,60,50,Urea
15,Dark Brown,Wheat,70,60,50,Urea
15,Dark Brown,Wheat,75,60,50,Urea
15,Dark Brown,Wheat,80,60,50,Urea
15,Dark Brown,Wheat,85,60,50,Urea
15,Dark Brown,Wheat,90,60,50,Urea
15,Dark Brown,Wheat,95,60,50,Urea
15,Dark Brown,Wheat,100,60,50,Urea
20,Dark Brown,Wheat,60,40,60,Urea
20,Dark Brown,Wheat,65,40,60,Urea
20,Dark Brown,Wheat,70,40,60,Urea
20,Dark Brown,Wheat,75,40,60,Urea
20,Dark Brown,Wheat,80,40,60,Urea
20,Dark Brown,Wheat,85,40,60,Urea
20,Dark Brown,Wheat,90,40,60,19:19:19 NPK
20,Dark Brown,Wheat,95,40,60,19:19:19 NPK
20,Dark Brown,Wheat,100,40,60,19:19:19 NPK
25,Dark Brown,Wheat,60,45,40,19:19:19 NPK
25,Dark Brown,Wheat,65,45,40,19:19:19 NPK
25,Dark Brown,Wheat,70,45,40,19:19:19 NPK
25,Dark Brown,Wheat,75,45,40,19:19:19 NPK
25,Dark Brown,Wheat,80,45,40,19:19:19 NPK
25,Dark Brown,Wheat,85,45,40,19:19:19 NPK
25,Dark Brown,Wheat,90,45,40,19:19:19 NPK
25,Dark Brown,Wheat,95,45,40,19:19:19 NPK
25,Dark Brown,Wheat,100,45,40,19:19:19 NPK
15,Dark Brown,Wheat,60,50,45,19:19:19 NPK
15,Dark Brown,Wheat,65,50,45,19:19:19 NPK
15,Dark Brown,Wheat,70,50,45,19:19:19 NPK
15,Dark Brown,Wheat,75,50,45,19:19:19 NPK
15,Dark Brown,Wheat,80,50,45,19:19:19 NPK
15,Dark Brown,Wheat,85,50,45,19:19:19 NPK
15,Dark Brown,Wheat,90,50,45,19:19:19 NPK
15,Dark Brown,Wheat,95,50,45,19:19:19 NPK
15,Dark Brown,Wheat,100,50,45,19:19:19 NPK
20,Dark Brown,Wheat,60,55,50,19:19:19 NPK
20,Dark Brown,Wheat,65,55,50,19:19:19 NPK
20,Dark Brown,Wheat,70,55,50,19:19:19 NPK
20,Dark Brown,Wheat,75,55,50,19:19:19 NPK
20,Dark Brown,Wheat,80,55,50,Urea
20,Dark Brown,Wheat,85,55,50,Urea
20,Dark Brown,Wheat,90,55,50,Urea
20,Dark Brown,Wheat,95,55,50,Urea
20,Dark Brown,Wheat,100,55,50,Urea
25,Dark Brown,Wheat,60,60,55,Urea
